Code;Popularity;NameRu;NameEn;NameUa;CountryCode;Latitude;Longitude;GMT
MKP;0;Макемо;Makemo;Макемо;PF;-16.45;-143.667;
MKQ;0;Мерауке;Merauke;Мерауке;ID;-8.46667;140.333;
MKR;0;Микатарра;Meekathara;Мікатарра;AU;-26.6;118.55;+9:00
MKS;0;Mekane;Mekane;Mekane;ET;11.6833;38.15;
MKT;0;Манкато;Mankato;Манкато;US;44.1636;-93.9994;-6:00
MKU;0;Макоку;Makokou;Макоку;GA;0.566667;12.8667;
MKW;0;Маноквари;Manokwari;Манокварі;ID;-0.866667;134.083;
MKX;0;Мукалла;Mukalla;Мукалла;YE;14.53;49.1314;+3:00
MKY;0;Маккей;Mackay;Маккей;AU;-21.15;149.2;+10:00
MKZ;0;Малакка;Malacca;Малакка;MY;2.19694;102.248;+8:00
MLA;58;Мальта;Malta;Мальта;MT;35.9;14.5167;+1:00
MLB;0;Мельбурн;Melbourne;Мельбурн;US;28.1025;-80.6303;-5:00
MLC;0;МакАлестер;McAlester;МакАлестер;US;34.9334;-95.7697;-6:00
MLE;34;Мале;Male;Малє;MV;4.17711;73.5099;+5:00
MLG;0;Маланг;Malang;Маланг;ID;-7.97778;112.628;
MLH;0;Мюлуз;Mulhouse;Мюлуз;FR;47.75;7.33333;+1:00
MLI;0;Молин;Moline;Молін;US;41.5067;-90.5151;-6:00
MLJ;0;Milledgeville;Milledgeville;Milledgeville;US;33.0801;-83.2321;
MLL;0;Маршалл;Marshall;Маршалл;US;32.5449;-94.3674;
MLM;0;Морелия;Morelia;Морелія;MX;19.7008;-101.184;-6:00
MLN;0;Мелилья;Melilla;Мелілья;ES;35.2937;-2.93833;+1:00
MLO;0;Милос;Milos;Мілос;GR;36.75;24.4333;
MLQ;0;Малалауа;Malalaua;Малалауа;PG;-8.06667;146.167;
MLS;0;Майлз-Сити;Miles City;Майлз-Сіті;US;46.4083;-105.841;-7:00
MLT;0;Миллинокет;Millinocket;Міллінокет;US;45.6573;-68.7098;-5:00
MLU;0;Монро;Monroe;Монро;US;32.5093;-92.1193;-6:00
MLW;0;Монровия;Monrovia;Монровія;LR;6.31056;-10.8047;+0:00
MLX;0;Малатия;Malatya;Малатія;TR;38.3533;38.3119;+2:00
MLY;0;Manley Hot Springs;Manley Hot Springs;Manley Hot Springs;US;65.0011;-150.634;
MLZ;0;Мело;Melo;Мело;UY;-32.3667;-54.1833;-2:00
MMA;2;Мальме;Malmo;Мальме;SE;52.7834;-113.219;+1:00
MMB;0;Мемамбецу;Memambetsu;Мемамбецу;JP;43.9072;144.174;+9:00
MMC;0;Сиудад-Манте;Ciudad Mante;Сіудад-Манте;MX;22.7333;-98.95;-6:00
MMD;0;Minami Daito;Minami Daito;Minami Daito;JP;25.8414;131.247;
MME;0;Тиссайд;Teesside;Тіссайд;GB;54.5167;-1.41667;+0:00
MMG;0;Маунт-Магнет;Mount Magnet;Маунт-Магнет;AU;-28.0667;117.817;+9:00
MMH;0;Маммот Лейкс;Mammoth Lakes;Маммот Лейкс;US;37.6485;-118.972;-8:00
MMJ;0;Мацумото;Matsumoto;Мацумото;JP;36.2333;137.967;+9:00
MMK;2;Мурманск;Murmansk;Мурманськ;RU;68.9717;33.0819;+4:00
MML;0;Маршалл;Marshall;Маршалл;US;44.4472;-95.8175;-6:00
MMM;0;Мидлмаунт;Middlemount;Мідлмаунт;AU;-22.8123;148.699;+10:00
MMO;0;Майу;Maio;Майу;CV;15.1333;-23.2167;-1:00
MMU;0;Морристаун;Morristown;Моррістаун;US;40.7992;-74.4158;-5:00
MMY;0;Мияко Джима;Miyako Jima;Міяко Джіма;JP;24.7808;125.297;+9:00
MNA;0;Melangguane;Melangguane;Melangguane;ID;4.05;126.7;
MNB;0;Моанда;Moanda;Моанда;CD;4.25;20.9667;
MNE;0;Мангеранье;Mungeranie;Мангераньє;AU;-28;138.6;
MNF;0;Mana Island;Mana Island;Mana Island;FJ;-17.6833;177.1;
MNI;0;Монтсеррат;Montserrat;Монтсеррат;MS;16.75;-62.2333;
MNJ;0;Mananjary;Mananjary;Mananjary;MG;-21.2167;48.3333;
MNK;0;Миайана;Maiana;Міайана;KI;1;173;+12:00
MNL;34;Манила;Manila;Маніла;PH;14.6042;120.982;+8:00
MNM;0;Меномини;Menominee;Мєноміні;US;45.1078;-87.6143;-6:00
MNQ;0;Монто;Monto;Монто;AU;-24.8667;151.117;+10:00
MNR;0;Монгу;Mongu;Монгу;ZM;-15.25;23.1333;
MNS;0;Манса;Mansa;Манса;ZM;-11.125;28.8667;
MNT;0;Минто;Minto;Мінто;US;48.2917;-97.3715;
MNU;0;Моламьяин;Moulmein;Молам'яїн;MM;16.4914;97.6256;
MNY;0;Моно;Mono;Моно;SB;-7.35;155.567;
MNZ;2;Манассас;Manassas;Манассас;US;38.7509;-77.4753;-5:00
MOA;0;Моа Куба;Moa CU;Моа Куба;CU;20.5;-74.8833;
MOB;0;Мобайл;Mobile;Мобайл;US;30.6944;-88.0431;-6:00
MOC;0;Монтес-Кларос;Montes Claros;Монтес-Кларос;BR;-16.735;-43.8617;-2:00
MOD;2;Модесто;Modesto;Модесто;US;37.6391;-120.997;-8:00
MOE;0;Момейк;Momeik;Момейк;MM;23.1167;96.6833;
MOF;0;Маумере;Maumere;Маумере;ID;-8.61667;122.233;
MOI;0;о.Митиаро;Mitiaro Island;о.Мітіаро;CK;-19.5;-158;-10:00
MOL;0;Молде;Molde;Молде;NO;62.7333;7.18333;+1:00
MON;0;Маунт-Кук;Mount Cook;Маунт-Кук;NZ;-43.7667;170.136;+13:00
MOO;0;Мумба;Moomba;Мумба;AU;-27.5;149.833;
MOP;0;Маунт-Плезант;Mount Pleasant;Маунт-Плезант;US;32.7941;-79.8626;-5:00
MOQ;0;Морондава;Morondava;Морондава;MG;-20.2833;44.2833;+3:00
MOR;0;Морристаун;Morristown;Моррістаун;US;36.214;-83.2949;
MOT;0;Минот;Minot;Мінот;US;48.2325;-101.296;-6:00
MOU;0;Маунтин Вилладж;Mountain Village;Маунтін Вілладж;US;37.9314;-107.856;-9:00
MOV;4;Моранба;Moranbah;Моранба;AU;-22.0016;148.047;+10:00
MOW;14143;Москва;Moscow;Москва;RU;55.7522;37.6156;+4:00
MOZ;0;Моореа;Moorea;Моореа;PF;-17.5333;-149.833;-10:00
MPA;0;Мпача;Mpacha;Мпача;ZA;-17.5;24.2667;
MPH;0;Катиклан;Caticlan;Катіклан;PH;11.9325;121.959;+8:00
MPK;0;Мокпо;Mokpo;Мокпо;KR;34.7567;126.385;+9:00
MPL;0;Монпелье;Montpellier;Монпельє;FR;43.6;3.88333;+1:00
MPM;0;Мапуто;Maputo;Мапуто;MZ;-25.9653;32.5892;+2:00
MPN;0;Маунт-Плезант;Mount Pleasant;Маунт-Плезант;FK;-51.8167;-58.45;-3:00
MPO;0;Маунт-Поконо;Mt Pocono;Маунт-Поконо;US;41.1333;-75.3667;
MPQ;0;Маан;Maan;Маан;JO;30.1667;35.7667;+2:00
MPR;0;МакФерсон;McPherson;МакФерсон;US;38.3708;-97.6642;-6:00
MPV;0;Монпелье;Montpelier;Монпелье;US;44.2601;-72.5754;-5:00
MPW;2;Мариуполь;Mariupol;Маріуполь;UA;47.0667;37.5;+2:00
MQB;0;Макомб;Macomb;Макомб;US;40.4592;-90.6718;
MQC;0;Микелон;Miquelon;;  ;47.05;-56.3333;
MQF;4;Магнитогорск;Magnitogorsk;Магнітогорск;RU;53.4186;59.0472;+6:00
MQK;0;Сан-Матиас;San Matias;Сан-Матіас;BO;-16.3667;-58.4;-4:00
MQL;0;Милдура;Mildura;Мілдура;AU;-34.2;142.15;+11:00
MQM;0;Мардин;Mardin;Мардін;TR;37.3128;40.7386;+2:00
MQN;0;Мо-И-Рана;Mo I Rana;Мо-І-Рана;NO;66.3167;14.1667;+1:00
MQQ;0;Мунду;Moundou;Мунду;TD;8.56667;16.0833;
MQS;0;Мюстик;Mustique;Мюстік;VC;12.8833;-61.1833;
MQT;0;Маркетт;Marquette;Маркетт;US;46.5435;-87.3954;-5:00
MQX;0;Макале;Makale;Макале;ET;13.4967;39.4753;
MQY;0;Смирна;Smyrna;Смірна;US;35.9833;-86.5;-6:00
MQZ;0;Маргарет-Ривер;Margaret River;Маргарет-Рівер;AU;-33.95;115.067;+9:00
MRA;0;Мисурата;Misurata;Місурата;LY;32.3783;15.0906;
MRB;0;Мартинсбург;Martinsburg;Мартінсбург;US;39.4562;-77.9639;-5:00
MRC;0;Колумбия;Columbia;Колумбія;US;35.6167;-87.0333;-6:00
MRD;0;Мерида;Merida;Меріда;VE;8.59833;-71.145;-4:30
MRE;0;Мара-Лоджес;Mara Lodges;Мара-Лоджес;KE;-1.18333;35.0833;+3:00
MRG;0;Мариба;Mareeba;Маріба;AU;-17;145.433;
MRK;0;Марко-Айленд;Marco Island;Марко-Айленд;US;25.9444;-81.7239;
MRM;0;Манаре;Manare;Манаре;PG;-9.16667;147.6;
MRO;0;Мастертон;Masterton;Мастертон;NZ;-40.9597;175.658;+13:00
MRS;88;Марсель;Marseille;Марсель;FR;43.3;5.4;+1:00
MRU;16;Маврикий;Mauritius;Маврікій;MU;-20.3;57.5833;+4:00
MRV;16;Минеральные Воды;Mineralnye Vody;Мінеральні Води;RU;44.2103;43.1353;+4:00
MRW;0;Марибо;Maribo;Марібо;DK;54.7667;11.5167;
MRY;0;Монтерей;Monterey;Монтерей;US;36.6002;-121.895;-8:00
MRZ;0;Мори;Moree;Морі;AU;-29.4667;149.85;+11:00
MSB;0;Мариго Сен-Мартен;Marigot St Martin;Маріго Сен-Мартен;GP;18.0667;-63.0667;-4:00
MSC;0;Меса;Mesa;Мєса;US;33.4223;-111.823;-7:00
MSE;0;Мэнстон;Manston;Менстон;GB;50.95;-2.26667;+0:00
MSG;0;Matsaile;Matsaile;Matsaile;LS;-29.85;28.7833;
MSH;0;Масира;Masirah;Масіра;OM;20.4167;58.7333;
MSJ;0;Мисава;Misawa;Місава;JP;40.6836;141.36;+9:00
MSL;0;Масл-Шоалз;Muscle Shoals;Масл-Шоалз;US;34.7448;-87.6675;-6:00
MSN;6;Мадисон;Madison;Мадісон;US;43.0833;-89.3667;-6:00
MSO;0;Миссула;Missoula;Міссула;US;46.8721;-113.994;-7:00
MSP;6;Миннеаполис;Minneapolis;Міннеаполіс;US;44.98;-93.2638;-6:00
MSQ;46;Минск;Minsk;Мінськ;BY;53.9;27.5667;+2:00
MSR;0;Муш;Mus Tr;Муш;TR;38.725;41.625;+2:00
MSS;2;Массена;Massena;Массена;US;44.9281;-74.8919;-5:00
MST;0;Маастрихт;Maastricht;Маастріхт;NL;50.8483;5.68889;+1:00
MSU;2;Масеру;Maseru;Масеру;LS;-29.3167;27.4833;+2:00
MSV;0;Монтичелло;Monticello;Монтічелло;US;45.3055;-93.7941;-5:00
MSW;0;Массава;Massawa;Массава;ER;15.6097;39.45;
MSX;0;Моссенджо;Mossendjo;Моссенджо;CG;-2.95056;12.7261;
MSY;24;Новый Орлеан;New Orleans;Новий Орлеан;US;29.9546;-90.0751;-6:00
MSZ;0;Намибе;Namibe;Намібе;AO;-15.1961;12.1522;
MTA;0;Матамата;Matamata;Матамата;NZ;-37.8167;175.767;
MTH;0;Марафон;Marathon;Марафон;US;24.7194;-81.0514;-5:00
MTI;0;Mosteiros;Mosteiros;Mosteiros;CV;15;-24.4333;
MTJ;0;Монтроз;Montrose;Монтроз;US;38.4783;-107.876;-7:00
MTK;0;Макин-Айленд;Makin Island;Макін-Айленд;KI;3;174;
MTL;0;Мейтленд;Maitland;Мейтленд;AU;-34.3833;137.667;+11:00
MTM;0;Метлакатла;Metlakatla;Метлакатла;US;55.1292;-131.572;
MTO;0;Маттун;Mattoon;Маттун;US;39.4831;-88.3728;-6:00
MTP;0;Монтаук;Montauk;Монтаук;US;41.0359;-71.9545;-5:00
MTR;0;Монтерия;Monteria;Монтерія;CO;8.7575;-75.89;-5:00
MTS;0;Манзини;Manzini;Манзіні;SZ;-26.4833;31.3667;+2:00
MTT;0;Минатитлан;Minatitlan;Мінатітлан;MX;17.9833;-94.5167;-6:00
MTV;0;Мота-Лава;Mota Lava;Мота-Лава;VU;-13.6667;167.667;
MTW;0;Манитовок;Manitowoc;Манітовок;US;44.0886;-87.6576;-6:00
MTY;18;Монтеррей;Monterrey;Монтеррей;MX;25.6667;-100.317;-6:00
MUA;0;Мунда;Munda;Мунда;SB;-8.33333;157.267;
MUB;0;Маун;Maun;Маун;BW;-19.9833;23.4167;+2:00
MUC;528;Мюнхен;Munich;Мюнхен;DE;48.35;11.7833;+1:00
MUE;0;Камуэла;Kamuela;Камуела;US;20.0125;-155.673;-10:00
MUF;0;Мутинг;Muting;Мутінг;ID;-7.38333;140.333;
MUK;0;о.Мауке;Mauke Island;о.Мауке;CK;-20.1583;-157.342;
MUN;0;Матурин;Maturin;Матурін;VE;9.75;-63.1767;-4:30
MUO;0;Маунтин Хоум;Mountain Home;Маунтін Хоум;US;43.1333;-115.683;-7:00
MUP;0;Малга-Парк;Mulga Park;Малга-Парк;AU;-31.1333;141.05;
MUR;0;Маруди;Marudi;Маруді;MY;4.18333;114.317;+8:00
MUT;0;Muscatine;Muscatine;Muscatine;US;41.4245;-91.0432;
MUU;0;Маунт-Юнион;Mount Union;Маунт-Юніон;US;40.3845;-77.8822;
MUX;0;Multan;Multan;Multan;PK;30.1956;71.4753;
MUZ;0;Мусома;Musoma;Мусома;TZ;-1.5;33.8;
MVB;0;Франсвиль Mvengue;Franceville Mvengue;Франсвіль Mvengue;GA;-1.65;13.4333;+1:00
MVC;0;Монровилль;Monroeville;Монровілль;US;40.4212;-79.7881;-6:00
MVD;0;Монтевидео;Montevideo;Монтевідео;UY;-34.8581;-56.1708;-2:00
MVF;2;Моссоро;Mossoro;Моссоро;BR;-5.1875;-37.3442;-3:00
MVK;0;Малка;Mulka;Малка;AU;-27.25;138;
MVL;0;Stowe;Stowe;Stowe;US;40.2526;-75.6774;
MVM;0;Monument Valley;Monument Valley;Monument Valley;US;36.7028;-110.233;
MVN;0;Маунт-Вернон;Mt Vernon;Маунт-Вернон;US;38.3231;-88.8586;-6:00
MVQ;0;Могилев;Mogilev;Могилів;BY;53.9139;30.3364;+2:00
MVR;0;Мароуа;Maroua;Мароуа;CM;10.5956;14.3247;+1:00
MVT;0;Матаива;Mataiva;Матаїва;PF;-17.75;-149.183;
MVV;0;Мегеве;Megeve;Мегеве;FR;45.8667;6.61667;+1:00
MVW;0;Маунт-Вернон;Mount Vernon;Маунт-Вернон;US;40.9126;-73.8371;
MVX;0;Минвул;Minvoul;Мінвул;GA;2.15;12.1333;
MVY;0;Мартас Вайн-ярд;Martha S Vineyard;Мартас Вайн-ярд;US;41.3928;-70.6167;-5:00
MVZ;0;Масвинго;Masvingo;Масвінго;ZW;-20.0833;30.8333;+2:00
MWA;0;Марион;Marion;Маріон;US;37.7519;-89.0164;-6:00
MWD;0;Mianwali;Mianwali;Mianwali;PK;32.5833;71.55;
MWE;0;Merowe;Merowe;Merowe;SD;18.4833;31.8167;
MWF;0;Maewo;Maewo;Maewo;VU;-15.1667;168.167;
MWH;0;Мозес Лейк;Moses Lake;Мозес Лейк;US;47.1301;-119.278;-8:00
MWO;0;Мидлтаун;Middletown;Мідлтаун;US;39.5151;-84.3983;-5:00
MWQ;0;Магве;Magwe;Магве;MM;20.15;94.9167;
MWT;0;Мулаватана;Moolawatana;Мулаватана;AU;-28.5;138;
MWU;0;Mussau;Mussau;Mussau;PG;-1.5;149.667;
MWY;0;Миранда-Даунз;Miranda Downs;Міранда-Даунз;AU;-25.7833;141.517;
MWZ;0;Мванза;Mwanza;Мванза;TZ;-2.51667;32.9;+3:00
MXG;0;Марлборо;Marlborough;Марлборо;US;42.3491;-71.5455;
MXL;0;Мехикали;Mexicali;Мехікалі;MX;32.6519;-115.468;-8:00
MXM;0;Моромбе;Morombe;Моромбе;MG;-21.7333;43.35;
MXN;0;Морлэ;Morlaix;Морле;FR;48.5833;-3.83333;+1:00
MXS;4;Маота;Maota;Маота;WS;-13.7167;-172.233;-11:00
MXX;0;Мора;Mora;Мора;SE;61;14.55;+1:00
MXY;0;МакКарти;Mccarthy;МакКарті;US;61.4333;-142.922;-9:00
MXZ;0;Мейсян;Meixian;Мейсян;CN;24.3;116.117;+8:00
MYA;0;Моруя;Moruya;Моруя;AU;-35.9167;150.083;+11:00
MYC;0;Маракай;Maracay;Маракай;VE;10.5;-68.1667;-4:30
MYD;0;Малинди;Malindi;Малінді;KE;-3.21667;40.1167;+3:00
MYE;0;Miyakejima;Miyakejima;Miyakejima;JP;34.0694;139.563;
MYG;0;Mayaguana;Mayaguana;Mayaguana;BS;22.3833;-72.95;
MYI;0;Мюррей-Айленд;Murray Island;Мюррей-Айленд;AU;-28.8986;113.896;
MYJ;0;Мацуяма;Matsuyama;Мацуяма;JP;35.3333;139.85;+9:00
MYL;0;Мак-Колл;Mccall;Мак-Колл;US;44.911;-116.099;-7:00
MYP;0;Мары;Mary;Мари;TM;37.6;61.8333;+5:00
MYQ;0;Майсор;Mysore;Майсор;IN;12.3072;76.6497;+5:30
MYR;0;Миртл Бич;Myrtle Beach;Міртл Біч;US;33.6891;-78.8867;-5:00
MYS;0;Moyale;Moyale;Moyale;ET;3.56917;39.0833;
MYT;0;Мьиткьина;Myitkyina;Мьїткьїна;MM;25.3833;97.4;
MYU;0;Mekoryuk;Mekoryuk;Mekoryuk;US;60.3881;-166.185;
MYV;0;Мерисвилль;Marysville;Мерісвілль;US;48.0518;-122.177;-8:00
MYW;0;Мтвара;Mtwara;Мтвара;TZ;-10.2667;40.1833;+3:00
MYX;0;Menyamya;Menyamya;Menyamya;PG;-7.23333;146.017;
MYY;0;Мири;Miri;Мірі;MY;4.38333;113.983;+8:00
MZC;0;Мицик;Mitzic;Міцік;GA;0.783333;11.5667;
MZF;0;Мзамба;Mzamba;Мзамба;ZA;-32.75;28.5;
MZG;0;Макунг;Makung;Макунг;TW;23.5692;119.619;+8:00
MZI;0;Мопти;Mopti;Мопті;ML;14.493;-4.1942;+0:00
MZK;0;Маракай;Marakai;Маракай;KI;1.98333;173.667;
MZL;0;Манизалес;Manizales;Манізалес;CO;5.07;-75.5206;-5:00
MZM;0;Мец;Metz;Мец;FR;49.1191;6.17269;+1:00
MZO;0;Манзанильо;Manzanillo;Манзанільо;CU;20.3433;-77.1167;-5:00
MZT;0;Мазатлан;Mazatlan;Мазатлан;MX;23.2167;-106.417;-7:00
MZV;0;Мулу;Mulu;Мулу;MY;4.03333;114.8;+8:00
MZX;0;Masslo;Masslo;Masslo;ET;6.41667;39.85;
MZY;0;Mossel Bay;Mossel Bay;Mossel Bay;ZA;-34.1833;22.1333;
MZZ;0;Марион;Marion;Маріон;US;40.5887;-83.1285;
NAA;0;Наррабри;Narrabri;Наррабрі;AU;-30.3167;149.783;+11:00
NAC;0;Наракурте;Naracoorte;Наракурте;AU;-36.9578;140.738;+10:30
NAG;0;Нагпур;Nagpur;Нагпур;IN;21.15;79.1;+5:30
NAH;0;Наха;Naha;Наха;ID;3.71667;125.367;
NAJ;0;Нахичевань;Nakchivan;;  ;39.1903;45.4589;
NAK;0;Нахон-Ратчасима;Nakhon Ratchasima;Нахон-Ратчасіма;TH;14.9707;102.102;+7:00
NAL;0;Нальчик;Nalchik;Нальчик;RU;43.5017;43.6147;+4:00
NAM;0;Намлеа;Namlea;Намлеа;ID;-3.3;127.1;+9:00
NAN;0;Нади;Nadi;Наді;FJ;-17.8;177.417;+12:00
NAP;4;Неаполь;Naples;Неаполь;IT;40.8333;14.25;+1:00
NAR;0;Наре;Nare;Наре;CO;6.2;-74.5833;-5:00
NAS;35;Нассау;Nassau;Нассау;BS;25.0833;-77.35;-5:00
NAT;0;Наталь;Natal;Наталь;BR;-5.795;-35.2094;-3:00
NAU;0;Напука-Айленд;Napuka Island;Напука-Айленд;PF;-14.2;-141.25;
NAV;0;Невсехир;Nevsehir;Невсехір;TR;38.625;34.7122;+2:00
NAW;0;Наратхиват;Narathiwat;Наратхіват;TH;6.42444;101.824;+7:00
NBC;0;Набережные Челны;Naberevnye Chelny;Набережні Челни;RU;55.7561;52.4289;+4:00
NBO;14;Найроби;Nairobi;Найробі;KE;-1.28333;36.8167;+3:00
NBR;0;Намбур;Nambour;Намбур;AU;-26.6333;152.95;
NBX;0;Набире;Nabire;Набіре;ID;-3.36667;135.483;
NCA;0;Норт-Кайкос;North Caicos;Норт-Кайкос;TC;21.9333;-71.9833;-5:00
NCE;806;Ницца;Nice;Ніцца;FR;43.7;7.25;+1:00
NCH;0;Начингвеа;Nachingwea;Начінгвеа;TZ;-10.3833;38.7667;
NCI;0;Некокли;Necocli;Некоклі;CO;8.42389;-76.7911;
NCL;30;Ньюкасл;Newcastle;Ньюкасл;GB;54.9733;-1.61396;+0:00
NCS;0;Ньюкасл;Newcastle;Ньюкасл;ZA;-27.7742;29.99;+2:00
NCT;0;Никойя;Nicoya;Нікойя;CR;10.15;-85.45;
NCU;0;Нукус;Nukus;;  ;42.4833;59.6333;
NCY;0;Аннеси;Annecy;Аннесі;FR;45.9;6.11667;+1:00
NDA;0;Банданаира;Bandanaira;Банданаїра;ID;-4.53333;129.9;
NDB;0;Нуадхибу;Nouadhibou;Нуадхібу;MR;20.9025;-17.0422;+0:00
NDC;0;Нандед;Nanded;Нандед;IN;19.15;77.3333;
NDD;0;Сумбе;Sumbe;Сумбе;AO;-11.2;13.8333;
NDE;0;Мандера;Mandera;Мандера;KE;3.92611;41.8461;
NDG;0;Цицихар;Qiqihar;Ціціхар;CN;47.3408;123.967;+8:00
NDJ;0;Нджамена;N Djamena;Нджамена;TD;12.1131;15.0492;+1:00
NDK;0;Намдрик;Namdrik;Намдрік;MH;5.63333;168.117;+12:00
NDO;0;Ла-Пальма-дель-Кондадо;La Palma del Condado;Ла-Пальма-дель-Кондадо;ES;37.3833;-6.55;
NDR;0;Надор;Nador;Надор;MA;35.17;-2.93;+0:00
NDU;0;Рунда;Runda;Рунда;ZA;-17.95;19.7167;
NDV;0;Анакосеия;Anacostia;Анакосейя;US;38.8665;-76.9839;-5:00
NDY;0;Сендэй;Sanday;Сєндей;GB;59.25;-2.58333;+0:00
NEC;0;Necochea;Necochea;Necochea;AR;-38.55;-58.75;
NEF;0;Нефтекамск;Neftekamsk;Нефтекамск;RU;56.1;54.35;+6:00
NEG;0;Негрил;Negril;Негріл;JM;18.2667;-78.35;-5:00
NER;0;Нерюнгри;Neryungri;Нерюнгрі;RU;56.65;124.6;+10:00
NEV;0;Невис;Nevis;Невіс;KN;17.15;-62.5833;-4:00
NFG;0;Нефтеюганск;Nefteyugansk;Нафтоюганськ;RU;61.0833;72.7;+6:00
NFL;0;Фаллон;Fallon;Фаллон;US;39.4735;-118.777;-8:00
NGA;0;Янг;Young;Янг;AU;-34.3167;148.3;+11:00
NGB;0;Нинбо;Ningbo;Нінбо;CN;29.875;121.542;+8:00
NGC;0;North Grand Canyon;North Grand Canyon;North Grand Canyon;US;36.3897;-112.129;
NGD;0;Анегада;Anegada;Анегада;VG;18.75;-64.3333;
NGE;2;Нгаундере;N Gaoundere;Нгаундере;CM;7.35639;13.5614;+1:00
NGO;2;Нагоя;Nagoya;Нагоя;JP;35.1815;136.906;+9:00
NGS;0;Нагасаки;Nagasaki;Нагасакі;JP;32.755;129.868;+9:00
NHA;0;Нха Транг;Nha Trang;Нха Транг;VN;12.25;109.183;+7:00
NHK;0;Patuxent River;Patuxent River;Patuxent River;US;38.3;-76.4333;
NHV;0;Нуку-Хива;Nuku Hiva;Нуку-Хіва;PF;-8.9;-140.1;
NHX;0;Foley;Foley;Foley;US;30.4066;-87.6836;
NHZ;0;Брансвик;Brunswick;Брансвік;US;43.9167;-69.9667;-5:00
NIB;0;Nikolai;Nikolai;Nikolai;US;63.0133;-154.375;
NIC;0;Никосия;Nicosia;Нікосія;CY;35.1667;33.3667;
NIG;0;Никунау;Nikunau;Нікунау;KI;-1.36667;176.467;
NIM;0;Ниамей;Niamey;Ніамей;NE;13.5167;2.11667;+1:00
NIT;0;Ниорт;Niort;Ніорт;FR;46.3167;-0.466667;
NIX;0;Ниоро;Nioro;Ніоро;ML;15.2392;-9.57722;
NJC;8;Нижневартовск;Nizhnevartovsk;Нижньовартівськ;RU;60.9333;76.5667;+6:00
NKC;0;Нуакшот;Nouakchott;Нуакшот;MR;18.1194;-16.0406;+0:00
NKG;0;Нанцзин;Nanjing;Нанцзін;CN;32.0617;118.778;+8:00
NKU;0;Нкаус;Nkaus;Нкаус;LS;-29.5;28;
NKY;0;Nkayi;Nkayi;Nkayi;CG;-4.16556;13.2928;
NLA;0;Ндола;N Dola;Ндола;ZM;-12.9667;28.6333;+2:00
NLC;0;Лемор;Lemoore;Лемор;US;36.3008;-119.783;-8:00
NLD;0;Нуэво-Ларедо;Nuevo Laredo;Нуево-Ларедо;MX;27.5;-99.5167;-6:00
NLF;0;Дарнли-Айленд;Darnley Island;Дарнлі-Айленд;AU;-9.58333;143.767;
NLK;0;Норфолк-Айленд;Norfolk Island;Норфолк-Айленд;NF;-29.0425;167.939;+11:30
NLL;0;Нулладжин;Nullagine;Нулладжин;AU;-21.8833;120.1;
NLP;0;Нельспрут;Nelspruit;Нельспрут;ZA;-25.4667;30.9667;+2:00
NLV;0;Николаев;Nikolaev;Николаев;UA;47.05;31.9167;+2:00
NMA;0;Наманган;Namangan;Наманган;RU;40.98;71.56;+5:00
NME;0;Nightmute;Nightmute;Nightmute;US;60.4794;-164.724;
NMG;0;Сан-Мигель;San Miguel;Сан-Мігель;PA;9.03333;-79.5;
NNB;0;Санта-Ана;Santa Ana;Санта-Ана;SB;-10.8333;162.5;
NNG;0;Наннин;Nanning;Наннін;CN;22.8167;108.317;+8:00
NNK;0;Накнек;Naknek;Накнек;US;58.7283;-157.014;
NNM;0;Нарьян-Мар;Naryan-Mar;Нарьян-Мар;RU;67.6167;53.15;+4:00
NNR;0;Спиддал;Spiddal;Спіддал;IE;53.2467;-9.30278;+0:00
NNT;0;Нан Таиланд;Nan Th;Нан Таїланд;TH;18.8;100.783;+7:00
NNY;0;Наньян;Nanyang;Наньян;CN;32.9947;112.533;
NOA;0;Новра;Nowra;Новра;AU;-34.8833;150.6;+11:00
NOC;0;Нок;Knock;Нок;IE;53.9167;-8.81667;+0:00
NOG;0;Ногалес;Nogales;Ногалес;MX;31.3333;-110.933;-8:00
NOI;0;Новороссийск;Novorossiysk;Новороссийск;RU;44.7167;37.7667;+4:00
NOJ;0;Ноябрьск;Nojabrxsk;Ноябрськ;RU;63.1667;75.6167;+6:00
NOM;0;Номад-Ривер;Nomad River;Номад-Рівер;PG;-6.3;142.217;
NON;0;Ноноути;Nonouti;Ноноуті;KI;-0.680556;174.35;
NOO;0;Наоро;Naoro;Наоро;PG;-9.25611;147.623;
NOR;0;Нордфьордур;Nordfjordur;Нордфьордур;IS;65.1667;-22;
NOS;0;Носси-Бе;Nossi Be;Носсі-Бє;MG;-13.3111;48.3139;+3:00
NOU;0;Ноумеа;Noumea;Ноумеа;NC;-22.2667;166.45;+11:00
NOV;0;Хуамбо;Huambo;Хуамбо;AO;-12.7761;15.7392;
NOZ;0;Новокузнецк;Novokuznetsk;Новокузнецк;RU;53.75;87.1667;+7:00
NPE;0;Напье-Хастингс;Napier Hastings;Напье-Хастінгс;NZ;-39.4681;176.865;+13:00
NPL;0;Нью-Плимут;New Plymouth;Нью-Плімут;NZ;-39.0667;174.083;+13:00
NPT;0;Ньюпорт;Newport;Ньюпорт;US;41.5308;-71.2825;-5:00
NQI;0;Кингсвилль;Kingsville;Кінгсвілль;US;27.5159;-97.8561;-6:00
NQN;0;Неукен;Neuquen;Неукен;AR;-38.95;-68.0667;-2:00
